id,format,path,topic,language_mode,body_word_count,rare_english,rare_arabic,unique_marker,size_bytes,sha256
971,html,html/sample-0971-general-administration-arabic.html,general-administration,arabic,200,quincunx,الاستعصاء,wathiqrare0971,2915,0d4cc3655e66da882924a74afc1a246c272ce476256ffb3a9457869d3fa3fcb4
972,html,html/sample-0972-asset-management-mixed.html,asset-management,mixed,200,zeugma,التبويب,wathiqrare0972,2498,3d9dcd0112012fa6c75798c631d4245523d0e1981d31864e8decc8e9c5b4aa5b
973,html,html/sample-0973-records-management-english.html,records-management,english,200,syzygy,الاستدامة,wathiqrare0973,2254,20c31e03e253733d2bcbeb051c75f8f94750b3b1e01bcd28816ea27cf4b5cd2e
974,html,html/sample-0974-project-management-arabic.html,project-management,arabic,200,susurrus,الاستدلال,wathiqrare0974,2780,1f0ee06052ce5d4c4e85769067af9858ba26f5fa361e56c7bbe6bb0bf4f879a1
975,html,html/sample-0975-information-technology-mixed.html,information-technology,mixed,200,velleity,الاستقراء,wathiqrare0975,2641,cc707ffdc8c8c5cdb1611ce1a8f94ff032fec4dff4fe1e697002943b10d82bee
976,html,html/sample-0976-procurement-english.html,procurement,english,200,anfractuous,الاستدراك,wathiqrare0976,2392,6db13d78f0c2b2e7766436c9eccd2b613c84e9adfb6fd263a2888b5e9ffde341
977,html,html/sample-0977-finance-arabic.html,finance,arabic,200,crepuscular,التغاير,wathiqrare0977,2886,ce6df8cf2bb8b85a5d999580c06e93513a84eacbb2c37577b86ba45f12f5dfea
978,html,html/sample-0978-human-resources-mixed.html,human-resources,mixed,200,psithurism,التماثل,wathiqrare0978,2583,28523b368b00c61c43667f1fe7215d360137936537ca451a623c20338ce2fa01
979,html,html/sample-0979-general-administration-english.html,general-administration,english,200,ultracrepidarian,المضاهاة,wathiqrare0979,2373,7bad881b01ab0617b7c71de4ed519a2537d1d99dd5325ba47083453eb7ec317f
980,html,html/sample-0980-asset-management-arabic.html,asset-management,arabic,200,palimpsest,الاستيثاق,wathiqrare0980,2834,3fdf121338f4892c94654760bd179a7d2392adf36e7a382106a7618dcca02ff8
981,html,html/sample-0981-records-management-mixed.html,records-management,mixed,200,quincunx,الاستعصاء,wathiqrare0981,2493,1e65dd68f14340faee2b2968255c0050fc9b6b11a3ee43a2291c717fe9870efb
982,html,html/sample-0982-project-management-english.html,project-management,english,200,zeugma,التبويب,wathiqrare0982,2255,2be4d7177ae0572b1da56f88f83dc511a0f8bb24a99c4c1653c1cde3b58d1d9b
983,html,html/sample-0983-information-technology-arabic.html,information-technology,arabic,200,syzygy,الاستدامة,wathiqrare0983,2845,a46b8250912839a5619576fb3a80ccf57cd1ae67b822db52c26804f0293f1486
984,html,html/sample-0984-procurement-mixed.html,procurement,mixed,200,susurrus,الاستدلال,wathiqrare0984,2616,6c9b66083a5deb708038a147052bac8aa3bab5a49cdd9b0be0217e049dba0b68
985,html,html/sample-0985-finance-english.html,finance,english,200,velleity,الاستقراء,wathiqrare0985,2327,9a7ad6eb6c006f590a7be1cafea675cde797d2df4f388063c6e142d3e9eddce8
986,html,html/sample-0986-human-resources-arabic.html,human-resources,arabic,200,anfractuous,الاستدراك,wathiqrare0986,2890,db6df507f5ecea92a3fc2ef3cc595cd52e7e422fc504f53ed3c1f4e3d75c4c9f
987,html,html/sample-0987-general-administration-mixed.html,general-administration,mixed,200,crepuscular,التغاير,wathiqrare0987,2512,a6f05b3b45fd50e7afcab94827958dcd8e835b2a4f1510e31254da354c6caa64
988,html,html/sample-0988-asset-management-english.html,asset-management,english,200,psithurism,التماثل,wathiqrare0988,2237,a67aa56cdebc2100b1c76fbb1a15d432a629a7aae14cf4b4b1d24ce5f3ff5bf1
989,html,html/sample-0989-records-management-arabic.html,records-management,arabic,200,ultracrepidarian,المضاهاة,wathiqrare0989,2695,c01d7464afeecfcaf67530307106122c679d3a02ac7de74577891f50b3cacd2b
990,html,html/sample-0990-project-management-mixed.html,project-management,mixed,200,palimpsest,الاستيثاق,wathiqrare0990,2482,faede6145c5c6833f2cdbc34ee80d81cd153c147f19a546cab710b2cb65bab5e
991,html,html/sample-0991-information-technology-english.html,information-technology,english,200,quincunx,الاستعصاء,wathiqrare0991,2345,6a173f4ad468b0b242c3ec1f56a4220fe959380db51ffb886f5384a6fe0cd5ee
992,html,html/sample-0992-procurement-arabic.html,procurement,arabic,200,zeugma,التبويب,wathiqrare0992,2880,50c23cf81e2e60c40e14513084cbf434d2fa5ee8c4af1eaa2cfd5924e5fed569
993,html,html/sample-0993-finance-mixed.html,finance,mixed,200,syzygy,الاستدامة,wathiqrare0993,2605,441e8c53b369741697f87b79902ae29110c02a6b9ef0d617c6af1d41e6292f17
994,html,html/sample-0994-human-resources-english.html,human-resources,english,200,susurrus,الاستدلال,wathiqrare0994,2451,3e838b6e6dad94581bea1b4c15e214d305f42d55f08c7e787730735dbd8a36a5
995,html,html/sample-0995-general-administration-arabic.html,general-administration,arabic,200,velleity,الاستقراء,wathiqrare0995,2944,fb94b9985a8f854706b45c91dd072aabd05f3c55d674e4e204aca1beda62f885
996,html,html/sample-0996-asset-management-mixed.html,asset-management,mixed,200,anfractuous,الاستدراك,wathiqrare0996,2507,091c01da2b5efcca0cd7ab2859efbd6b5679cdd75d88c5e0d0da217d995914d7
997,html,html/sample-0997-records-management-english.html,records-management,english,200,crepuscular,التغاير,wathiqrare0997,2265,638f8550951b11e28c70545659e6687a2e64b39412616b043ba9c9e958b0eb1c
998,html,html/sample-0998-project-management-arabic.html,project-management,arabic,200,psithurism,التماثل,wathiqrare0998,2790,8ff036e2d280ef1142414da95931e1e0151552a12546657b6f6577660e6b76bb
999,html,html/sample-0999-information-technology-mixed.html,information-technology,mixed,200,ultracrepidarian,المضاهاة,wathiqrare0999,2647,10f382622984b6de2c4f1fdad8d422dd036d1988b701d9927d281651d103e9ab
1000,html,html/sample-1000-procurement-english.html,procurement,english,200,palimpsest,الاستيثاق,wathiqrare1000,2407,9637f5a1c2d0a270578491c5dfa8039e0769bf2bd475dea9e857b3cf583aa159
1001,eml,eml/sample-1001-finance-english.eml,finance,english,200,quincunx,الاستعصاء,wathiqrare1001,2737,9770adf2d47e5300bfcd2eae2a345a3ed95c782531f3a3e41b3b0266e09697c6
1002,eml,eml/sample-1002-human-resources-arabic.eml,human-resources,arabic,200,zeugma,التبويب,wathiqrare1002,3466,4521a5bc96a10b80b7a54eff6ada4daa5194518d686bef0f3c37fcdfbfdea98b
1003,eml,eml/sample-1003-general-administration-mixed.eml,general-administration,mixed,200,syzygy,الاستدامة,wathiqrare1003,2965,ccb2559ae6551e83db4068444be3e34cd9d479c7fbe97185fe9e99c97341c858
1004,eml,eml/sample-1004-asset-management-english.eml,asset-management,english,200,susurrus,الاستدلال,wathiqrare1004,2664,e26e1094cac10d49ccb556c6487c08cdc54acca87cefb547bef7f7b1ee980ad1
1005,eml,eml/sample-1005-records-management-arabic.eml,records-management,arabic,200,velleity,الاستقراء,wathiqrare1005,3250,213f793f5cbd29c4913bd0b0dce0592a7ce039ac165fb62e691ea5a4a42522db
1006,eml,eml/sample-1006-project-management-mixed.eml,project-management,mixed,200,anfractuous,الاستدراك,wathiqrare1006,2970,2d3cc1a5c0ad90c8565be8eed30930d7177d2c27bfad39c3f258f3e1b316c68d
1007,eml,eml/sample-1007-information-technology-english.eml,information-technology,english,200,crepuscular,التغاير,wathiqrare1007,2749,d84fe3f9b46ab2bbee84749c0b7b67bc423c69b8069f83f271fc01a0afb5f727
1008,eml,eml/sample-1008-procurement-arabic.eml,procurement,arabic,200,psithurism,التماثل,wathiqrare1008,3460,0af97444965942a12eb44d21fa5c21a72fd81e43ec4711db2e23718f866bc3b7
1009,eml,eml/sample-1009-finance-mixed.eml,finance,mixed,200,ultracrepidarian,المضاهاة,wathiqrare1009,3115,0bab1f06810292666e5b5e224a93e2a57828ce5854a9981a36b08e4a4a8828b9
1010,eml,eml/sample-1010-human-resources-english.eml,human-resources,english,200,palimpsest,الاستيثاق,wathiqrare1010,2772,004afa735ee00fd0336d22ab6cf0a953517a23fceba905ceb11ae335f44fa2ba
1011,eml,eml/sample-1011-general-administration-arabic.eml,general-administration,arabic,200,quincunx,الاستعصاء,wathiqrare1011,3519,96d32dabef618a7266fefcf18a77bc85b1085ea285342a86b88503092431529d
1012,eml,eml/sample-1012-asset-management-mixed.eml,asset-management,mixed,200,zeugma,التبويب,wathiqrare1012,2980,47be6f97190e5b22941cd07e1afa4ce46a9e8666418b312eb42391c42696e64a
1013,eml,eml/sample-1013-records-management-english.eml,records-management,english,200,syzygy,الاستدامة,wathiqrare1013,2618,c5505ca6a9b4a1e0a85a97a8819c307a429ef0dc0f3dfb04a6ae2547738bef72
1014,eml,eml/sample-1014-project-management-arabic.eml,project-management,arabic,200,susurrus,الاستدلال,wathiqrare1014,3352,41eb3268b45604d83bc91983b2d469ce1a88ae697e86932d7b922a4e67a9b3b8
1015,eml,eml/sample-1015-information-technology-mixed.eml,information-technology,mixed,200,velleity,الاستقراء,wathiqrare1015,3131,09696aa35ab960c5f2a823d9dac8be56316577fbaf04b0adce47ad709bc6ba10
1016,eml,eml/sample-1016-procurement-english.eml,procurement,english,200,anfractuous,الاستدراك,wathiqrare1016,2812,818ace1b62ff60518d41d9a2b9a6596fa61ca8bc84478298749b3cbcaec14bd7
1017,eml,eml/sample-1017-finance-arabic.eml,finance,arabic,200,crepuscular,التغاير,wathiqrare1017,3489,893588c0a46a53bf11c765218e338f038e6240bd4afe3a01adba926668dd044b
1018,eml,eml/sample-1018-human-resources-mixed.eml,human-resources,mixed,200,psithurism,التماثل,wathiqrare1018,3068,fdd8499fa0503c61b5e68122075fbe8cbf4b89ed9e58ae60a7bdd6f25d187bf2
1019,eml,eml/sample-1019-general-administration-english.eml,general-administration,english,200,ultracrepidarian,المضاهاة,wathiqrare1019,2775,133fe49a2715d6a5b5e240409b0864db9267d37e9acf9a72a6c6559bb9fe77b4
1020,eml,eml/sample-1020-asset-management-arabic.eml,asset-management,arabic,200,palimpsest,الاستيثاق,wathiqrare1020,3436,dc7afe4c0d3aeb045f60b45a72d6e0c8d53bc0698f41f70879621adae95eaff2
1021,eml,eml/sample-1021-records-management-mixed.eml,records-management,mixed,200,quincunx,الاستعصاء,wathiqrare1021,2918,c4142383eddc482801536f8b48b080c6ce08b5cfeea817470609bcfa4a247ce8
1022,eml,eml/sample-1022-project-management-english.eml,project-management,english,200,zeugma,التبويب,wathiqrare1022,2634,a552c6a527a04d36042511887debb354239623fc0594f788355a1b4023522cc2
1023,eml,eml/sample-1023-information-technology-arabic.eml,information-technology,arabic,200,syzygy,الاستدامة,wathiqrare1023,3427,096525e36f3c80f0390d43ed59f459f5818b103ca0488d834396ae4e559fb339
1024,eml,eml/sample-1024-procurement-mixed.eml,procurement,mixed,200,susurrus,الاستدلال,wathiqrare1024,3104,1427d28d6d72fe6f89b2cf893ddb45bc7cc69e27842255210e6360cbb274560e
1025,eml,eml/sample-1025-finance-english.eml,finance,english,200,velleity,الاستقراء,wathiqrare1025,2725,ca5f068f52a346e750ae497373ffdb48f50a24d21df55600a62a9f01724d7ba2
1026,eml,eml/sample-1026-human-resources-arabic.eml,human-resources,arabic,200,anfractuous,الاستدراك,wathiqrare1026,3488,500f0f83639d6ec113900832dcb020930640b05511f59eb8999be2294896b998
1027,eml,eml/sample-1027-general-administration-mixed.eml,general-administration,mixed,200,crepuscular,التغاير,wathiqrare1027,2965,9dca67fd7daf045b7a7bbc40590cd66bc502c758aec96f9cfbfe854bf90f1015
1028,eml,eml/sample-1028-asset-management-english.eml,asset-management,english,200,psithurism,التماثل,wathiqrare1028,2618,ec1d225b19bf415d9fafb88fce28694e2ee1137f603ebda7cb8bfcada50f824d
1029,eml,eml/sample-1029-records-management-arabic.eml,records-management,arabic,200,ultracrepidarian,المضاهاة,wathiqrare1029,3222,86009d85d20621849446f1ea033fe9964c72309e7c7232ab1241d959c0dec3a2
1030,eml,eml/sample-1030-project-management-mixed.eml,project-management,mixed,200,palimpsest,الاستيثاق,wathiqrare1030,2966,7ada1ba8494ef62a03b3c61137e191e636d563cfcc7b2df9a29577eafdbf66ea
1031,eml,eml/sample-1031-information-technology-english.eml,information-technology,english,200,quincunx,الاستعصاء,wathiqrare1031,2745,2db046230ae0086d526ae3eb0eb838fbb8c42bba06875bc5e0e2d5fb981a2a5a
1032,eml,eml/sample-1032-procurement-arabic.eml,procurement,arabic,200,zeugma,التبويب,wathiqrare1032,3480,b7c1699dd591cef5c69f9f0e25e5c54ab90ab1065e50948195df42cd6ce3b8d1
1033,eml,eml/sample-1033-finance-mixed.eml,finance,mixed,200,syzygy,الاستدامة,wathiqrare1033,3107,c9b692e1c7cec45a2fd980410de22f26600678df7fa9513d8dd4ad76e26f3bbd
1034,eml,eml/sample-1034-human-resources-english.eml,human-resources,english,200,susurrus,الاستدلال,wathiqrare1034,2888,e809a217bcba95d1bbd73f0050f2f8d3c682d8b70af4ee6e38abd2a88d04fc47
1035,eml,eml/sample-1035-general-administration-arabic.eml,general-administration,arabic,200,velleity,الاستقراء,wathiqrare1035,3555,aecd70fce654f6ef5aeceb6c20e2b2ce902edeff2fe320bd66d0ce3a895437fe
1036,eml,eml/sample-1036-asset-management-mixed.eml,asset-management,mixed,200,anfractuous,الاستدراك,wathiqrare1036,2992,6ea716d681528325212ea714737244f23dbd94159e33ad9de6959b2399448bcc
1037,eml,eml/sample-1037-records-management-english.eml,records-management,english,200,crepuscular,التغاير,wathiqrare1037,2636,f6bdaf1cb451d810e1087f9b24521d2d45d7fd4cb3490de6652d0548bed78933
1038,eml,eml/sample-1038-project-management-arabic.eml,project-management,arabic,200,psithurism,التماثل,wathiqrare1038,3368,aabee8baf84e84067a93afe4e7f7ac12d02c20f31f0cc3cedca03685c7781835
1039,eml,eml/sample-1039-information-technology-mixed.eml,information-technology,mixed,200,ultracrepidarian,المضاهاة,wathiqrare1039,3139,fb7582556ccb552f9427d42dc43931c2301b51b6076ca63309c250b3c8c78fb6
1040,eml,eml/sample-1040-procurement-english.eml,procurement,english,200,palimpsest,الاستيثاق,wathiqrare1040,2832,979a97532ee0b552aed27be88eb53d37d7f8d1f726ba87eb3dae2af2f526849a
1041,msg,msg/sample-1041-finance-arabic.msg,finance,arabic,200,quincunx,الاستعصاء,wathiqrare1041,10240,2a7ad424880fdf5a3030a8b3382ca09ff2ed4a9c5c5f7b84547ce83421cc32b0
1042,msg,msg/sample-1042-human-resources-mixed.msg,human-resources,mixed,200,zeugma,التبويب,wathiqrare1042,10240,cb5d640b9e957cb2731041f6986852b2c348f6209bfb369df43ccf4c4d8d4bef
1043,msg,msg/sample-1043-general-administration-english.msg,general-administration,english,200,syzygy,الاستدامة,wathiqrare1043,10240,f9b179d5bd289c631338f2b6d4ed05fefaa8ba9a1846701f690398cb8a38ac29
1044,msg,msg/sample-1044-asset-management-arabic.msg,asset-management,arabic,200,susurrus,الاستدلال,wathiqrare1044,9728,ee448a636b19673ef295b7321624ebf6c1d94f04a0f28fbda16fa8cb430bc05a
1045,msg,msg/sample-1045-records-management-mixed.msg,records-management,mixed,200,velleity,الاستقراء,wathiqrare1045,10240,a5fe689f392595ec287c61d0d841f9025597172eee9b91b587ef08ac5c4bec94
1046,msg,msg/sample-1046-project-management-english.msg,project-management,english,200,anfractuous,الاستدراك,wathiqrare1046,10240,f8d834b3648156f9a4c59fe6f1c6b7e8f5e526e5836804b4a76a67ced7f385c6
1047,msg,msg/sample-1047-information-technology-arabic.msg,information-technology,arabic,200,crepuscular,التغاير,wathiqrare1047,10240,f0ae0f1ddd7d9e0f14f8416e15fc211fb5c2cd244691f387fbe2b0f42f24bcc2
1048,msg,msg/sample-1048-procurement-mixed.msg,procurement,mixed,200,psithurism,التماثل,wathiqrare1048,10240,f05e79f01687bcff2ab4fcd55f82acc5dc63243548a7915febf3e3f14223a425
1049,msg,msg/sample-1049-finance-english.msg,finance,english,200,ultracrepidarian,المضاهاة,wathiqrare1049,10240,c3c80d0b0d60426fe71760a409191ae2429980529d04c15e3bb0642135e581b1
1050,msg,msg/sample-1050-human-resources-arabic.msg,human-resources,arabic,200,palimpsest,الاستيثاق,wathiqrare1050,10240,abe70b78b2c66853ab348863f62539ccfede99c7bc323fcf8a0818560b7be653
1051,msg,msg/sample-1051-general-administration-mixed.msg,general-administration,mixed,200,quincunx,الاستعصاء,wathiqrare1051,10240,088970b0ddbb6b7837f1efba06e330c96648e7bb0511e34743ee6e9854a15ca7
1052,msg,msg/sample-1052-asset-management-english.msg,asset-management,english,200,zeugma,التبويب,wathiqrare1052,10240,82de857a4515321069cdd7517721da2d1c93796062453d62bc5efad7c30e9a91
1053,msg,msg/sample-1053-records-management-arabic.msg,records-management,arabic,200,syzygy,الاستدامة,wathiqrare1053,10240,21a51a2158402a7f48ad4ccbaed5882a68a5a78380dba5824f6f808b8920e665
1054,msg,msg/sample-1054-project-management-mixed.msg,project-management,mixed,200,susurrus,الاستدلال,wathiqrare1054,10240,b326647ad235281debd69299e7516d05314b1ecd4d0797675ed23b4aef1fcac5
1055,msg,msg/sample-1055-information-technology-english.msg,information-technology,english,200,velleity,الاستقراء,wathiqrare1055,10240,38d5f6622ba2774ecc64b462246658f2de02d75b5c505a008d2e098cbe2fa6ac
1056,msg,msg/sample-1056-procurement-arabic.msg,procurement,arabic,200,anfractuous,الاستدراك,wathiqrare1056,10240,f41b76b395a9ff0e7506cbef1eb9737e9d83ca0af7a786fab477fc5363cf88e5
1057,msg,msg/sample-1057-finance-mixed.msg,finance,mixed,200,crepuscular,التغاير,wathiqrare1057,10240,54330f4b90fde4bf2477682010551305963bb947ecebe4ed7beb647bfc41c7db
1058,msg,msg/sample-1058-human-resources-english.msg,human-resources,english,200,psithurism,التماثل,wathiqrare1058,10240,4d4ff4997481ac310805b203e13c81d4e38530b818b61501fdf67686ba8c8fb6
1059,msg,msg/sample-1059-general-administration-arabic.msg,general-administration,arabic,200,ultracrepidarian,المضاهاة,wathiqrare1059,10240,2f34652e6dc13e2af6df26f7eea3a0be03ca9c3e3167b47219d9cff90201a835
1060,msg,msg/sample-1060-asset-management-mixed.msg,asset-management,mixed,200,palimpsest,الاستيثاق,wathiqrare1060,10240,e2faeacb48e323334874a3693a2a088f2225ca27ead1e9e8b28eb7e7caffbde8
1061,msg,msg/sample-1061-records-management-english.msg,records-management,english,200,quincunx,الاستعصاء,wathiqrare1061,10240,3a7c4c940d563bbad0c8e65d10eae69758b325f7f87cc3e98200477a28ffb411
1062,msg,msg/sample-1062-project-management-arabic.msg,project-management,arabic,200,zeugma,التبويب,wathiqrare1062,10240,0a62909bd53690bcd4530da2fe5332d5a8d12b77f87c02165aa60adf1db79dea
1063,msg,msg/sample-1063-information-technology-mixed.msg,information-technology,mixed,200,syzygy,الاستدامة,wathiqrare1063,10240,db989491be57a3f64a9ccd68eaa2cd6ef7cb07c332ac64c74e2d6ee4e307e24f
1064,msg,msg/sample-1064-procurement-english.msg,procurement,english,200,susurrus,الاستدلال,wathiqrare1064,10240,b37e21d4345ac280a7ef0047124cbff3f1f1d387b13e127018dc2c2f7eaffd43
1065,msg,msg/sample-1065-finance-arabic.msg,finance,arabic,200,velleity,الاستقراء,wathiqrare1065,10240,feb03e54d609f29ee993f552f87ee30083881a2c5133db4665de311ead03cc76
1066,msg,msg/sample-1066-human-resources-mixed.msg,human-resources,mixed,200,anfractuous,الاستدراك,wathiqrare1066,10240,935929ee9ce10a46ebaf50eac265f1759db2a4c886635fea340adf233f70f904
1067,msg,msg/sample-1067-general-administration-english.msg,general-administration,english,200,crepuscular,التغاير,wathiqrare1067,10240,5a5ef8f0ed677af889b4e7ec431aebfe4fa5c8c75f19079e4cfa1202094a338c
1068,msg,msg/sample-1068-asset-management-arabic.msg,asset-management,arabic,200,psithurism,التماثل,wathiqrare1068,9728,5e7be3bace9ed1032fce80533d0dc3259ba9086084bcde6eb32d74e518b93070
1069,msg,msg/sample-1069-records-management-mixed.msg,records-management,mixed,200,ultracrepidarian,المضاهاة,wathiqrare1069,10240,86d3f45d61e18fcbe12198f7d91dae999dfea4f75822119dc29864b37a3fdab0
1070,msg,msg/sample-1070-project-management-english.msg,project-management,english,200,palimpsest,الاستيثاق,wathiqrare1070,10240,1b89226638b1683da5ec663a02efd125a6862c45ccec791ebf5264daa31a8f15
1071,msg,msg/sample-1071-information-technology-arabic.msg,information-technology,arabic,200,quincunx,الاستعصاء,wathiqrare1071,10240,89ce7356ef8e8b828fb2de0e019cde995712be216ca121c239917d707de61c2d
1072,msg,msg/sample-1072-procurement-mixed.msg,procurement,mixed,200,zeugma,التبويب,wathiqrare1072,10240,2284781895ea10e7f0ffd803987e19ac1cede65e6e4d88e6f6f0a4a84448054b
1073,msg,msg/sample-1073-finance-english.msg,finance,english,200,syzygy,الاستدامة,wathiqrare1073,10240,ff97f6e6a95905c38d209bc756c1d63494fbb3dbf5d30f7995953283a76b11c6
1074,msg,msg/sample-1074-human-resources-arabic.msg,human-resources,arabic,200,susurrus,الاستدلال,wathiqrare1074,10240,6cf2e4880bc2eaed6ed60ce48665108f197828da913aa1b6e1454c3ee8823658
1075,msg,msg/sample-1075-general-administration-mixed.msg,general-administration,mixed,200,velleity,الاستقراء,wathiqrare1075,10240,ce202ca594329eb8464ad1d0aadce98d5cf6d559a0f8fa2acaf9d01cebd49f27
1076,msg,msg/sample-1076-asset-management-english.msg,asset-management,english,200,anfractuous,الاستدراك,wathiqrare1076,10240,b118e3412c8f5931c3b8083275d42295b2502674fb09d1160e7fbf12dda7f0bd
1077,msg,msg/sample-1077-records-management-arabic.msg,records-management,arabic,200,crepuscular,التغاير,wathiqrare1077,9728,97557ae1f8ff65eb7c71059e0666a8e7c3a9843f19f39d60b4f2e42f3b26974c
1078,msg,msg/sample-1078-project-management-mixed.msg,project-management,mixed,200,psithurism,التماثل,wathiqrare1078,10240,e717c2bb6ba043e83e4ff23f3113f03df9ed7fc273bab4a50d596d52f05b4636
1079,msg,msg/sample-1079-information-technology-english.msg,information-technology,english,200,ultracrepidarian,المضاهاة,wathiqrare1079,10240,915a74a98fd9fb70d88f548406958dd1870b3d5da3955ea4a9d7c5dc7d2eaf13
1080,msg,msg/sample-1080-procurement-arabic.msg,procurement,arabic,200,palimpsest,الاستيثاق,wathiqrare1080,10240,4fa429a691279430802da7309a09aa85047513457fcc9e7e6d386de147f987c3
1081,xml,xml/sample-1081-finance-mixed.xml,finance,mixed,200,quincunx,الاستعصاء,wathiqrare1081,2380,f0d40ad704650339018463e2da30b13cd2dffc9b73ec7882bf0c729f84aeca31
1082,xml,xml/sample-1082-human-resources-english.xml,human-resources,english,200,zeugma,التبويب,wathiqrare1082,2138,d5be582e86d9d8a2e3a84ff297950b7e201197d3d44e59fae41122872208d366
1083,xml,xml/sample-1083-general-administration-arabic.xml,general-administration,arabic,200,syzygy,الاستدامة,wathiqrare1083,2658,a5283212284406990a9d2561353e55939a2c077d9d6b99ba778f5ae01dd834db
1084,xml,xml/sample-1084-asset-management-mixed.xml,asset-management,mixed,200,susurrus,الاستدلال,wathiqrare1084,2293,fe716d79fd91a1781c0edd21f328100c108d4c83fcd145585c5d9b0ce81b15ca
1085,xml,xml/sample-1085-records-management-english.xml,records-management,english,200,velleity,الاستقراء,wathiqrare1085,2060,645763a4916d93ec189ea13b71f30369317e4487bb760affca150dd9b147a327
1086,xml,xml/sample-1086-project-management-arabic.xml,project-management,arabic,200,anfractuous,الاستدراك,wathiqrare1086,2588,3c2409118091175e75b80be644d2f0ea0657f8bfab7d2551cb417c320e473399
1087,xml,xml/sample-1087-information-technology-mixed.xml,information-technology,mixed,200,crepuscular,التغاير,wathiqrare1087,2412,1f3beea3b06435d85724ae6c58d1163f664c20e902bb92dc28700ea7e8de8bde
1088,xml,xml/sample-1088-procurement-english.xml,procurement,english,200,psithurism,التماثل,wathiqrare1088,2238,51c612372fefe1b29891224ebdd0b1143513b91e948e254a88edf60ff5214e3f
1089,xml,xml/sample-1089-finance-arabic.xml,finance,arabic,200,ultracrepidarian,المضاهاة,wathiqrare1089,2568,512cbe0f4e0cada0d9f9b27d5bd9714ccb33fabb42ef0ea26d302f77999f154f
1090,xml,xml/sample-1090-human-resources-mixed.xml,human-resources,mixed,200,palimpsest,الاستيثاق,wathiqrare1090,2369,5437d28eedb7dc593a78f617c6455a9ce3d5fcc57c5c3e35174773696f3f588a
1091,xml,xml/sample-1091-general-administration-english.xml,general-administration,english,200,quincunx,الاستعصاء,wathiqrare1091,2051,a1d61ff6b595db002c02d7bae8f2f70c2a2e309e3fbbd2efb5c6752664efdf2c
1092,xml,xml/sample-1092-asset-management-arabic.xml,asset-management,arabic,200,zeugma,التبويب,wathiqrare1092,2496,fb6855ba1ac446c97f74e9e7e781d594b6077e486dbbd581d03c8a1769a1e8ba
1093,xml,xml/sample-1093-records-management-mixed.xml,records-management,mixed,200,syzygy,الاستدامة,wathiqrare1093,2249,1f55cd054f49320049b7a025e68ee3a97f3031f4282bcd1f1dea3dc385c2c239
1094,xml,xml/sample-1094-project-management-english.xml,project-management,english,200,susurrus,الاستدلال,wathiqrare1094,2135,4f555bc587e243dba2435b9db5b6e726baa49ef7069862bb84c87a5aa1c2f6c5
1095,xml,xml/sample-1095-information-technology-arabic.xml,information-technology,arabic,200,velleity,الاستقراء,wathiqrare1095,2713,55bbb56d27cd667cade0abc5365e7ec6022fc5ced2c0048de54e526bc9c59121
1096,xml,xml/sample-1096-procurement-mixed.xml,procurement,mixed,200,anfractuous,الاستدراك,wathiqrare1096,2383,c0fe06b66e6748823692b5967821319ea67f806a393fa9dd13f02c6612fbf223
1097,xml,xml/sample-1097-finance-english.xml,finance,english,200,crepuscular,التغاير,wathiqrare1097,2110,2c6fd5741309395bf46086965f8ba35d01b792291731b1cb740b4f0bdcfbb2a0
1098,xml,xml/sample-1098-human-resources-arabic.xml,human-resources,arabic,200,psithurism,التماثل,wathiqrare1098,2599,576afafda45e36e804ca8efc36e93066f83a906d73e4d6860447839ccb654aca
1099,xml,xml/sample-1099-general-administration-mixed.xml,general-administration,mixed,200,ultracrepidarian,المضاهاة,wathiqrare1099,2301,4c406285273270ab825bb1b21fb13aa599eeb0429e0aecf7a613918144823d37
1100,xml,xml/sample-1100-asset-management-english.xml,asset-management,english,200,palimpsest,الاستيثاق,wathiqrare1100,1993,d89969aa1cda5e05baec5eb700e21ce740a44a18ebe8b005d7cbcd4c7b124ee8
1101,xml,xml/sample-1101-records-management-arabic.xml,records-management,arabic,200,quincunx,الاستعصاء,wathiqrare1101,2486,05ef2ac301d4dec3586de304b76abfca1756322ddcccdb0ade3b047421d0ca72
1102,xml,xml/sample-1102-project-management-mixed.xml,project-management,mixed,200,zeugma,التبويب,wathiqrare1102,2275,2e40079a88303e6a70a5090f403f93186b539e99170f60f975276a3d234822bb
1103,xml,xml/sample-1103-information-technology-english.xml,information-technology,english,200,syzygy,الاستدامة,wathiqrare1103,2217,b157409a2eda3ae8ca27738746b69c659127e2a6daa54c70c197edb080854453
1104,xml,xml/sample-1104-procurement-arabic.xml,procurement,arabic,200,susurrus,الاستدلال,wathiqrare1104,2655,5cf47a966e4d56faf6ef373bc96a1a62e06ed81f0612a0c370b2e9b0cefd39b3
1105,xml,xml/sample-1105-finance-mixed.xml,finance,mixed,200,velleity,الاستقراء,wathiqrare1105,2380,1be90d495021a8b8da6ddf8583edde5ec1b0c0a3cfcd22741ab1a4e0e8e5b013
1106,xml,xml/sample-1106-human-resources-english.xml,human-resources,english,200,anfractuous,الاستدراك,wathiqrare1106,2160,1d8a3a62032bb0fa9c1585ce83031810a83c3dd41d72fce70c71127c9eb4a903
